case_index,name,level,source,data_type,data_subject,data_sender,data_recipient,transmission_principle,selection_name,control_type,layer,k,random_id,alpha,signed_removal,normal_decision,normal_yes_score,normal_no_score,normal_yes_minus_no_margin,patched_decision,patched_yes_score,patched_no_score,patched_yes_minus_no_margin,delta_toward_yes,no_to_yes_flip,error
0,main1,seed,crowdsourcing,a pending legal case,the defendant,the lawyer,visitors on facebook,send a facebook post,L22_top200,ci_top_neurons,22,200,-1,6.0,False,No,19.640625,46.75,-27.109375,Yes,44.5,28.0,16.5,43.609375,1,
0,main1,seed,crowdsourcing,a pending legal case,the defendant,the lawyer,visitors on facebook,send a facebook post,L22_top500,ci_top_neurons,22,500,-1,1.0,False,No,19.640625,46.75,-27.109375,No,22.046875,46.96875,-24.921875,2.1875,0,
0,main1,seed,crowdsourcing,a pending legal case,the defendant,the lawyer,visitors on facebook,send a facebook post,L22_top500,ci_top_neurons,22,500,-1,2.0,False,No,19.640625,46.75,-27.109375,No,25.640625,46.75,-21.109375,6.0,0,
0,main1,seed,crowdsourcing,a pending legal case,the defendant,the lawyer,visitors on facebook,send a facebook post,L22_top500,ci_top_neurons,22,500,-1,4.0,False,No,19.640625,46.75,-27.109375,No,36.96875,42.84375,-5.875,21.234375,0,
0,main1,seed,crowdsourcing,a pending legal case,the defendant,the lawyer,visitors on facebook,send a facebook post,L22_top500,ci_top_neurons,22,500,-1,6.0,False,No,19.640625,46.75,-27.109375,Yes,43.90625,31.265625,12.640625,39.75,1,
0,main1,seed,crowdsourcing,a pending legal case,the defendant,the lawyer,visitors on facebook,send a facebook post,L22_random_top50_r0,random_neurons,22,50,0,1.0,False,No,19.640625,46.75,-27.109375,No,19.640625,46.75,-27.109375,0.0,0,
0,main1,seed,crowdsourcing,a pending legal case,the defendant,the lawyer,visitors on facebook,send a facebook post,L22_random_top50_r0,random_neurons,22,50,0,2.0,False,No,19.640625,46.75,-27.109375,No,19.640625,46.75,-27.109375,0.0,0,
0,main1,seed,crowdsourcing,a pending legal case,the defendant,the lawyer,visitors on facebook,send a facebook post,L22_random_top50_r0,random_neurons,22,50,0,4.0,False,No,19.640625,46.75,-27.109375,No,19.640625,46.75,-27.109375,0.0,0,
0,main1,seed,crowdsourcing,a pending legal case,the defendant,the lawyer,visitors on facebook,send a facebook post,L22_random_top50_r0,random_neurons,22,50,0,6.0,False,No,19.640625,46.75,-27.109375,No,19.640625,46.75,-27.109375,0.0,0,
0,main1,seed,crowdsourcing,a pending legal case,the defendant,the lawyer,visitors on facebook,send a facebook post,L22_random_top100_r0,random_neurons,22,100,0,1.0,False,No,19.640625,46.75,-27.109375,No,19.640625,46.75,-27.109375,0.0,0,
0,main1,seed,crowdsourcing,a pending legal case,the defendant,the lawyer,visitors on facebook,send a facebook post,L22_random_top100_r0,random_neurons,22,100,0,2.0,False,No,19.640625,46.75,-27.109375,No,19.640625,46.75,-27.109375,0.0,0,
0,main1,seed,crowdsourcing,a pending legal case,the defendant,the lawyer,visitors on facebook,send a facebook post,L22_random_top100_r0,random_neurons,22,100,0,4.0,False,No,19.640625,46.75,-27.109375,No,19.640625,46.75,-27.109375,0.0,0,
0,main1,seed,crowdsourcing,a pending legal case,the defendant,the lawyer,visitors on facebook,send a facebook post,L22_random_top100_r0,random_neurons,22,100,0,6.0,False,No,19.640625,46.75,-27.109375,No,19.640625,46.75,-27.109375,0.0,0,
0,main1,seed,crowdsourcing,a pending legal case,the defendant,the lawyer,visitors on facebook,send a facebook post,L22_random_top200_r0,random_neurons,22,200,0,1.0,False,No,19.640625,46.75,-27.109375,No,19.640625,46.75,-27.109375,0.0,0,
0,main1,seed,crowdsourcing,a pending legal case,the defendant,the lawyer,visitors on facebook,send a facebook post,L22_random_top200_r0,random_neurons,22,200,0,2.0,False,No,19.640625,46.75,-27.109375,No,19.640625,46.75,-27.109375,0.0,0,
0,main1,seed,crowdsourcing,a pending legal case,the defendant,the lawyer,visitors on facebook,send a facebook post,L22_random_top200_r0,random_neurons,22,200,0,4.0,False,No,19.640625,46.75,-27.109375,No,19.640625,46.75,-27.109375,0.0,0,
0,main1,seed,crowdsourcing,a pending legal case,the defendant,the lawyer,visitors on facebook,send a facebook post,L22_random_top200_r0,random_neurons,22,200,0,6.0,False,No,19.640625,46.75,-27.109375,No,19.671875,46.75,-27.078125,0.03125,0,
0,main1,seed,crowdsourcing,a pending legal case,the defendant,the lawyer,visitors on facebook,send a facebook post,L22_random_top500_r0,random_neurons,22,500,0,1.0,False,No,19.640625,46.75,-27.109375,No,19.640625,46.75,-27.109375,0.0,0,
0,main1,seed,crowdsourcing,a pending legal case,the defendant,the lawyer,visitors on facebook,send a facebook post,L22_random_top500_r0,random_neurons,22,500,0,2.0,False,No,19.640625,46.75,-27.109375,No,19.640625,46.75,-27.109375,0.0,0,
0,main1,seed,crowdsourcing,a pending legal case,the defendant,the lawyer,visitors on facebook,send a facebook post,L22_random_top500_r0,random_neurons,22,500,0,4.0,False,No,19.640625,46.75,-27.109375,No,19.640625,46.75,-27.109375,0.0,0,
0,main1,seed,crowdsourcing,a pending legal case,the defendant,the lawyer,visitors on facebook,send a facebook post,L22_random_top500_r0,random_neurons,22,500,0,6.0,False,No,19.640625,46.75,-27.109375,No,19.640625,46.75,-27.109375,0.0,0,
1,main2,seed,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_top50,ci_top_neurons,22,50,-1,1.0,False,No,25.78125,46.5625,-20.78125,No,29.703125,46.59375,-16.890625,3.890625,0,
1,main2,seed,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_top50,ci_top_neurons,22,50,-1,2.0,False,No,25.78125,46.5625,-20.78125,No,34.21875,45.84375,-11.625,9.15625,0,
1,main2,seed,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_top50,ci_top_neurons,22,50,-1,4.0,False,No,25.78125,46.5625,-20.78125,Yes,41.90625,40.34375,1.5625,22.34375,1,
1,main2,seed,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_top50,ci_top_neurons,22,50,-1,6.0,False,No,25.78125,46.5625,-20.78125,Yes,45.1875,28.203125,16.984375,37.765625,1,
1,main2,seed,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_top100,ci_top_neurons,22,100,-1,1.0,False,No,25.78125,46.5625,-20.78125,No,29.84375,46.5625,-16.71875,4.0625,0,
1,main2,seed,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_top100,ci_top_neurons,22,100,-1,2.0,False,No,25.78125,46.5625,-20.78125,No,34.53125,45.78125,-11.25,9.53125,0,
1,main2,seed,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_top100,ci_top_neurons,22,100,-1,4.0,False,No,25.78125,46.5625,-20.78125,Yes,42.28125,39.71875,2.5625,23.34375,1,
1,main2,seed,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_top100,ci_top_neurons,22,100,-1,6.0,False,No,25.78125,46.5625,-20.78125,Yes,45.25,26.890625,18.359375,39.140625,1,
1,main2,seed,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_top200,ci_top_neurons,22,200,-1,1.0,False,No,25.78125,46.5625,-20.78125,No,29.703125,46.59375,-16.890625,3.890625,0,
1,main2,seed,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_top200,ci_top_neurons,22,200,-1,2.0,False,No,25.78125,46.5625,-20.78125,No,34.21875,45.84375,-11.625,9.15625,0,
1,main2,seed,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_top200,ci_top_neurons,22,200,-1,4.0,False,No,25.78125,46.5625,-20.78125,Yes,41.9375,40.3125,1.625,22.40625,1,
1,main2,seed,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_top200,ci_top_neurons,22,200,-1,6.0,False,No,25.78125,46.5625,-20.78125,Yes,45.1875,28.140625,17.046875,37.828125,1,
1,main2,seed,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_top500,ci_top_neurons,22,500,-1,1.0,False,No,25.78125,46.5625,-20.78125,No,29.515625,46.59375,-17.078125,3.703125,0,
1,main2,seed,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_top500,ci_top_neurons,22,500,-1,2.0,False,No,25.78125,46.5625,-20.78125,No,33.84375,45.9375,-12.09375,8.6875,0,
1,main2,seed,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_top500,ci_top_neurons,22,500,-1,4.0,False,No,25.78125,46.5625,-20.78125,Yes,41.46875,41.03125,0.4375,21.21875,1,
1,main2,seed,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_top500,ci_top_neurons,22,500,-1,6.0,False,No,25.78125,46.5625,-20.78125,Yes,45.03125,29.78125,15.25,36.03125,1,
1,main2,seed,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_random_top50_r0,random_neurons,22,50,0,1.0,False,No,25.78125,46.5625,-20.78125,No,25.78125,46.5625,-20.78125,0.0,0,
1,main2,seed,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_random_top50_r0,random_neurons,22,50,0,2.0,False,No,25.78125,46.5625,-20.78125,No,25.78125,46.5625,-20.78125,0.0,0,
1,main2,seed,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_random_top50_r0,random_neurons,22,50,0,4.0,False,No,25.78125,46.5625,-20.78125,No,25.78125,46.5625,-20.78125,0.0,0,
1,main2,seed,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_random_top50_r0,random_neurons,22,50,0,6.0,False,No,25.78125,46.5625,-20.78125,No,25.78125,46.5625,-20.78125,0.0,0,
1,main2,seed,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_random_top100_r0,random_neurons,22,100,0,1.0,False,No,25.78125,46.5625,-20.78125,No,25.78125,46.5625,-20.78125,0.0,0,
1,main2,seed,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_random_top100_r0,random_neurons,22,100,0,2.0,False,No,25.78125,46.5625,-20.78125,No,25.78125,46.5625,-20.78125,0.0,0,
1,main2,seed,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_random_top100_r0,random_neurons,22,100,0,4.0,False,No,25.78125,46.5625,-20.78125,No,25.78125,46.5625,-20.78125,0.0,0,
1,main2,seed,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_random_top100_r0,random_neurons,22,100,0,6.0,False,No,25.78125,46.5625,-20.78125,No,25.78125,46.5625,-20.78125,0.0,0,
1,main2,seed,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_random_top200_r0,random_neurons,22,200,0,1.0,False,No,25.78125,46.5625,-20.78125,No,25.78125,46.5625,-20.78125,0.0,0,
1,main2,seed,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_random_top200_r0,random_neurons,22,200,0,2.0,False,No,25.78125,46.5625,-20.78125,No,25.78125,46.5625,-20.78125,0.0,0,
1,main2,seed,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_random_top200_r0,random_neurons,22,200,0,4.0,False,No,25.78125,46.5625,-20.78125,No,25.796875,46.5625,-20.765625,0.015625,0,
1,main2,seed,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_random_top200_r0,random_neurons,22,200,0,6.0,False,No,25.78125,46.5625,-20.78125,No,25.796875,46.5625,-20.765625,0.015625,0,
1,main2,seed,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_random_top500_r0,random_neurons,22,500,0,1.0,False,No,25.78125,46.5625,-20.78125,No,25.78125,46.5625,-20.78125,0.0,0,
1,main2,seed,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_random_top500_r0,random_neurons,22,500,0,2.0,False,No,25.78125,46.5625,-20.78125,No,25.78125,46.5625,-20.78125,0.0,0,
1,main2,seed,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_random_top500_r0,random_neurons,22,500,0,4.0,False,No,25.78125,46.5625,-20.78125,No,25.78125,46.5625,-20.78125,0.0,0,
1,main2,seed,crowdsourcing,marital status,a colleague,a person,a manager,reply an email,L22_random_top500_r0,random_neurons,22,500,0,6.0,False,No,25.78125,46.5625,-20.78125,No,25.78125,46.5625,-20.78125,0.0,0,
2,main3,seed,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_top50,ci_top_neurons,22,50,-1,1.0,False,No,20.25,46.78125,-26.53125,No,23.171875,47.125,-23.953125,2.578125,0,
2,main3,seed,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_top50,ci_top_neurons,22,50,-1,2.0,False,No,20.25,46.78125,-26.53125,No,28.046875,46.6875,-18.640625,7.890625,0,
2,main3,seed,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_top50,ci_top_neurons,22,50,-1,4.0,False,No,20.25,46.78125,-26.53125,No,40.40625,40.4375,-0.03125,26.5,0,
2,main3,seed,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_top50,ci_top_neurons,22,50,-1,6.0,False,No,20.25,46.78125,-26.53125,Yes,45.25,24.75,20.5,47.03125,1,
2,main3,seed,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_top100,ci_top_neurons,22,100,-1,1.0,False,No,20.25,46.78125,-26.53125,No,23.25,47.09375,-23.84375,2.6875,0,
2,main3,seed,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_top100,ci_top_neurons,22,100,-1,2.0,False,No,20.25,46.78125,-26.53125,No,28.3125,46.65625,-18.34375,8.1875,0,
2,main3,seed,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_top100,ci_top_neurons,22,100,-1,4.0,False,No,20.25,46.78125,-26.53125,Yes,40.8125,39.9375,0.875,27.40625,1,
2,main3,seed,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_top100,ci_top_neurons,22,100,-1,6.0,False,No,20.25,46.78125,-26.53125,Yes,45.34375,23.8125,21.53125,48.0625,1,
2,main3,seed,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_top200,ci_top_neurons,22,200,-1,1.0,False,No,20.25,46.78125,-26.53125,No,23.171875,47.09375,-23.921875,2.609375,0,
2,main3,seed,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_top200,ci_top_neurons,22,200,-1,2.0,False,No,20.25,46.78125,-26.53125,No,27.984375,46.71875,-18.734375,7.796875,0,
2,main3,seed,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_top200,ci_top_neurons,22,200,-1,4.0,False,No,20.25,46.78125,-26.53125,No,40.3125,40.53125,-0.21875,26.3125,0,
2,main3,seed,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_top200,ci_top_neurons,22,200,-1,6.0,False,No,20.25,46.78125,-26.53125,Yes,45.25,24.921875,20.328125,46.859375,1,
2,main3,seed,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_top500,ci_top_neurons,22,500,-1,1.0,False,No,20.25,46.78125,-26.53125,No,22.921875,47.09375,-24.171875,2.359375,0,
2,main3,seed,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_top500,ci_top_neurons,22,500,-1,2.0,False,No,20.25,46.78125,-26.53125,No,27.15625,46.84375,-19.6875,6.84375,0,
2,main3,seed,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_top500,ci_top_neurons,22,500,-1,4.0,False,No,20.25,46.78125,-26.53125,No,38.9375,42.03125,-3.09375,23.4375,0,
2,main3,seed,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_top500,ci_top_neurons,22,500,-1,6.0,False,No,20.25,46.78125,-26.53125,Yes,44.90625,28.296875,16.609375,43.140625,1,
2,main3,seed,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_random_top50_r0,random_neurons,22,50,0,1.0,False,No,20.25,46.78125,-26.53125,No,20.25,46.78125,-26.53125,0.0,0,
2,main3,seed,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_random_top50_r0,random_neurons,22,50,0,2.0,False,No,20.25,46.78125,-26.53125,No,20.25,46.78125,-26.53125,0.0,0,
2,main3,seed,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_random_top50_r0,random_neurons,22,50,0,4.0,False,No,20.25,46.78125,-26.53125,No,20.25,46.78125,-26.53125,0.0,0,
2,main3,seed,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_random_top50_r0,random_neurons,22,50,0,6.0,False,No,20.25,46.78125,-26.53125,No,20.25,46.78125,-26.53125,0.0,0,
2,main3,seed,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_random_top100_r0,random_neurons,22,100,0,1.0,False,No,20.25,46.78125,-26.53125,No,20.25,46.8125,-26.5625,-0.03125,0,
2,main3,seed,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_random_top100_r0,random_neurons,22,100,0,2.0,False,No,20.25,46.78125,-26.53125,No,20.25,46.78125,-26.53125,0.0,0,
2,main3,seed,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_random_top100_r0,random_neurons,22,100,0,4.0,False,No,20.25,46.78125,-26.53125,No,20.25,46.78125,-26.53125,0.0,0,
2,main3,seed,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_random_top100_r0,random_neurons,22,100,0,6.0,False,No,20.25,46.78125,-26.53125,No,20.25,46.78125,-26.53125,0.0,0,
2,main3,seed,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_random_top200_r0,random_neurons,22,200,0,1.0,False,No,20.25,46.78125,-26.53125,No,20.25,46.78125,-26.53125,0.0,0,
2,main3,seed,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_random_top200_r0,random_neurons,22,200,0,2.0,False,No,20.25,46.78125,-26.53125,No,20.25,46.78125,-26.53125,0.0,0,
2,main3,seed,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_random_top200_r0,random_neurons,22,200,0,4.0,False,No,20.25,46.78125,-26.53125,No,20.25,46.78125,-26.53125,0.0,0,
2,main3,seed,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_random_top200_r0,random_neurons,22,200,0,6.0,False,No,20.25,46.78125,-26.53125,No,20.25,46.78125,-26.53125,0.0,0,
2,main3,seed,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_random_top500_r0,random_neurons,22,500,0,1.0,False,No,20.25,46.78125,-26.53125,No,20.25,46.78125,-26.53125,0.0,0,
2,main3,seed,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_random_top500_r0,random_neurons,22,500,0,2.0,False,No,20.25,46.78125,-26.53125,No,20.25,46.78125,-26.53125,0.0,0,
2,main3,seed,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_random_top500_r0,random_neurons,22,500,0,4.0,False,No,20.25,46.78125,-26.53125,No,20.25,46.78125,-26.53125,0.0,0,
2,main3,seed,crowdsourcing,personal traumatic experience,a friend,a person,another friend who is competing with the friend for a job,reply a message on messenger,L22_random_top500_r0,random_neurons,22,500,0,6.0,False,No,20.25,46.78125,-26.53125,No,20.25,46.78125,-26.53125,0.0,0,
3,main4,seed,crowdsourcing,details about home security systems,John,a person,neighborhood group chat members,reply a message on messenger group chat,L22_top50,ci_top_neurons,22,50,-1,1.0,False,No,40.46875,40.90625,-0.4375,Yes,40.96875,40.6875,0.28125,0.71875,1,
3,main4,seed,crowdsourcing,details about home security systems,John,a person,neighborhood group chat members,reply a message on messenger group chat,L22_top50,ci_top_neurons,22,50,-1,2.0,False,No,40.46875,40.90625,-0.4375,Yes,41.53125,40.46875,1.0625,1.5,1,
3,main4,seed,crowdsourcing,details about home security systems,John,a person,neighborhood group chat members,reply a message on messenger group chat,L22_top50,ci_top_neurons,22,50,-1,4.0,False,No,40.46875,40.90625,-0.4375,Yes,42.59375,39.78125,2.8125,3.25,1,
3,main4,seed,crowdsourcing,details about home security systems,John,a person,neighborhood group chat members,reply a message on messenger group chat,L22_top50,ci_top_neurons,22,50,-1,6.0,False,No,40.46875,40.90625,-0.4375,Yes,43.46875,38.8125,4.65625,5.09375,1,
3,main4,seed,crowdsourcing,details about home security systems,John,a person,neighborhood group chat members,reply a message on messenger group chat,L22_top100,ci_top_neurons,22,100,-1,1.0,False,No,40.46875,40.90625,-0.4375,Yes,41.03125,40.71875,0.3125,0.75,1,
3,main4,seed,crowdsourcing,details about home security systems,John,a person,neighborhood group chat members,reply a message on messenger group chat,L22_top100,ci_top_neurons,22,100,-1,2.0,False,No,40.46875,40.90625,-0.4375,Yes,41.59375,40.4375,1.15625,1.59375,1,
3,main4,seed,crowdsourcing,details about home security systems,John,a person,neighborhood group chat members,reply a message on messenger group chat,L22_top100,ci_top_neurons,22,100,-1,4.0,False,No,40.46875,40.90625,-0.4375,Yes,42.65625,39.71875,2.9375,3.375,1,
3,main4,seed,crowdsourcing,details about home security systems,John,a person,neighborhood group chat members,reply a message on messenger group chat,L22_top100,ci_top_neurons,22,100,-1,6.0,False,No,40.46875,40.90625,-0.4375,Yes,43.59375,38.65625,4.9375,5.375,1,
3,main4,seed,crowdsourcing,details about home security systems,John,a person,neighborhood group chat members,reply a message on messenger group chat,L22_top200,ci_top_neurons,22,200,-1,1.0,False,No,40.46875,40.90625,-0.4375,Yes,40.9375,40.75,0.1875,0.625,1,
3,main4,seed,crowdsourcing,details about home security systems,John,a person,neighborhood group chat members,reply a message on messenger group chat,L22_top200,ci_top_neurons,22,200,-1,2.0,False,No,40.46875,40.90625,-0.4375,Yes,41.375,40.53125,0.84375,1.28125,1,
3,main4,seed,crowdsourcing,details about home security systems,John,a person,neighborhood group chat members,reply a message on messenger group chat,L22_top200,ci_top_neurons,22,200,-1,4.0,False,No,40.46875,40.90625,-0.4375,Yes,42.25,40.0,2.25,2.6875,1,
3,main4,seed,crowdsourcing,details about home security systems,John,a person,neighborhood group chat members,reply a message on messenger group chat,L22_top200,ci_top_neurons,22,200,-1,6.0,False,No,40.46875,40.90625,-0.4375,Yes,43.09375,39.28125,3.8125,4.25,1,
3,main4,seed,crowdsourcing,details about home security systems,John,a person,neighborhood group chat members,reply a message on messenger group chat,L22_top500,ci_top_neurons,22,500,-1,1.0,False,No,40.46875,40.90625,-0.4375,Yes,40.84375,40.75,0.09375,0.53125,1,
3,main4,seed,crowdsourcing,details about home security systems,John,a person,neighborhood group chat members,reply a message on messenger group chat,L22_top500,ci_top_neurons,22,500,-1,2.0,False,No,40.46875,40.90625,-0.4375,Yes,41.25,40.59375,0.65625,1.09375,1,
3,main4,seed,crowdsourcing,details about home security systems,John,a person,neighborhood group chat members,reply a message on messenger group chat,L22_top500,ci_top_neurons,22,500,-1,4.0,False,No,40.46875,40.90625,-0.4375,Yes,42.03125,40.1875,1.84375,2.28125,1,
3,main4,seed,crowdsourcing,details about home security systems,John,a person,neighborhood group chat members,reply a message on messenger group chat,L22_top500,ci_top_neurons,22,500,-1,6.0,False,No,40.46875,40.90625,-0.4375,Yes,42.78125,39.59375,3.1875,3.625,1,
3,main4,seed,crowdsourcing,details about home security systems,John,a person,neighborhood group chat members,reply a message on messenger group chat,L22_random_top50_r0,random_neurons,22,50,0,1.0,False,No,40.46875,40.90625,-0.4375,No,40.46875,40.90625,-0.4375,0.0,0,
3,main4,seed,crowdsourcing,details about home security systems,John,a person,neighborhood group chat members,reply a message on messenger group chat,L22_random_top50_r0,random_neurons,22,50,0,2.0,False,No,40.46875,40.90625,-0.4375,No,40.46875,40.90625,-0.4375,0.0,0,
3,main4,seed,crowdsourcing,details about home security systems,John,a person,neighborhood group chat members,reply a message on messenger group chat,L22_random_top50_r0,random_neurons,22,50,0,4.0,False,No,40.46875,40.90625,-0.4375,No,40.46875,40.90625,-0.4375,0.0,0,
